Transcript_ID_clean	metric	gene_id	gene_name	protein_coding_class	n	n_AC	n_TOL	n_AC_TPM_ge_1	n_TOL_TPM_ge_1	mean_AC	mean_TOL	median_AC	median_TOL	delta_AC_minus_TOL	cohen_d	welch_p_value	mannwhitney_p_value	estimate_adjusted_AC_minus_TOL	ci_low	ci_high	p_value	mean_TPM_AC	mean_TPM_TOL	mean_log2TPM_AC	mean_log2TPM_TOL	KDmax	n_protein_rows_max_per_sample	FDR	direction	abs_effect	minus_log10_p	minus_log10_FDR
ENST00000394752	fraction_contribution_log2TPM	ENSG00000163935.14	SFMBT1	Amyloidogenic	7	3	4	3	4	5.703103930279848e-05	7.093786326479014e-05	5.675023315943404e-05	7.026084888447307e-05	-1.3906823961991659e-05	-2.118915216543653	0.05210166126066417	0.05714285714285714	-1.3906823961991649e-05	-2.4504598943541513e-05	-3.3090489804417863e-06	0.010112951484196598	6.064766666666666	11.1488575	2.7613221568708695	3.5426271291790123	2.87142857142857	2	0.842632144087108	higher_in_TOL	2.118915216543653	1.9951220762357074	0.07436197775915236
ENST00000373825	fraction_contribution_log2TPM	ENSG00000096063.16	SRPK1	Amyloidogenic	7	3	4	3	4	0.00012650448129872155	9.508054228782583e-05	0.00012909615412448527	9.19021127453553e-05	3.142393901089572e-05	2.063582010260848	0.07997106876499338	0.11428571428571428	3.142393901089569e-05	2.8389220808555843e-06	6.00089559409358e-05	0.03119174832365648	76.39943333333333	28.331225000000003	6.265996704091311	4.761835754041094	2.77142857142857	2	0.842632144087108	higher_in_AC	2.063582010260848	1.5059602819906328	0.07436197775915236
ENST00000269221	fraction_contribution_log2TPM	ENSG00000141452.11	RMC1	Amyloidogenic	8	4	4	4	4	5.417245640633766e-05	6.637975133107844e-05	5.288076125931803e-05	6.640095893195157e-05	-1.2207294924740784e-05	-2.0141728318572247	0.0292921508431987	0.05714285714285714	-1.220729492474076e-05	-2.1906254850780056e-05	-2.5083349987014664e-06	0.013630826414022655	5.394425	9.2513725	2.6111307010955596	3.3203321059777258	3.31428571428571	2	0.842632144087108	higher_in_TOL	2.0141728318572247	1.8654778128249287	0.07436197775915236
ENST00000298910	fraction_contribution_log2TPM	ENSG00000188906.17	LRRK2	Amyloidogenic	7	4	3	4	3	0.00010995576472302953	8.890754359380821e-05	0.00010764223359572799	9.041283247570491e-05	2.1048221129221317e-05	1.9984012157604965	0.04579894974871819	0.05714285714285714	2.1048221129221338e-05	3.4317228489117645e-06	3.866471940953091e-05	0.019192631156017735	47.092625	27.675546666666666	5.307343705336089	4.5624432192531374	3.48571428571428	2	0.842632144087108	higher_in_AC	1.9984012157604965	1.7168654828878387	0.07436197775915236
ENST00000543680	fraction_contribution_log2TPM	ENSG00000100485.12	SOS2	Amyloidogenic	8	4	4	4	4	0.00010763147738247563	8.013063335810303e-05	0.0001116288896995968	7.400814864286627e-05	2.75008440243726e-05	1.8915301311503643	0.03944615090577832	0.05714285714285714	2.7500844024372607e-05	4.234120960341746e-06	5.076756708840347e-05	0.02052325088932859	33.89745	17.7223225	5.113408803637123	4.01669224465569	3.0	2	0.842632144087108	higher_in_AC	1.8915301311503643	1.687753845730174	0.07436197775915236
ENST00000380527	fraction_contribution_log2TPM	ENSG00000155876.6	RRAGA	Amyloidogenic	8	4	4	4	4	0.00010192225721984245	8.448657632273023e-05	0.00010298836139655692	8.483948198692862e-05	1.7435680897112224e-05	1.8455315102522822	0.04026398254548037	0.05714285714285714	1.7435680897112237e-05	2.3167908394889353e-06	3.255457095473554e-05	0.023802312241237356	28.626600000000003	23.381032499999996	4.85870063545133	4.309886584581711	2.3	2	0.842632144087108	higher_in_AC	1.8455315102522822	1.6233808519841113	0.07436197775915236
ENST00000286548	fraction_contribution_log2TPM	ENSG00000156052.11	GNAQ	Amyloidogenic	8	4	4	4	4	0.00012887785870541014	0.00010674679545020468	0.00013460782843780362	0.00010556585975359125	2.2131063255205458e-05	1.7570479223453914	0.05085015045140268	0.11428571428571428	2.213106325520547e-05	1.9742842546936037e-06	4.228784225571734e-05	0.03140244015231458	69.636025	45.087075	6.125188588024605	5.364807584359093	3.25714285714286	2	0.842632144087108	higher_in_AC	1.7570479223453914	1.5030366034073586	0.07436197775915236
ENST00000318967	fraction_contribution_log2TPM	ENSG00000143624.14	INTS3	Amyloidogenic	7	4	3	4	3	4.541636985502425e-05	3.32444206408045e-05	4.389717536131426e-05	3.101147473341502e-05	1.2171949214219754e-05	1.762233996144548	0.06473603622647336	0.11428571428571428	1.2171949214219764e-05	2.0572458832612318e-07	2.4138173840113405e-05	0.04618923546050158	3.4563275	2.405866666666667	2.148879543486528	1.7083891898520378	3.21428571428571	2	0.9165430585039337	higher_in_AC	1.762233996144548	1.3354592262798297	0.03784712739418907
ENST00000558870	fraction_contribution_log2TPM	ENSG00000140368.14	PSTPIP1	Amyloidogenic	6	3	3	3	3	0.00011495324396740737	8.9557452295329e-05	0.00011033294455605692	8.067829314431175e-05	2.539579167207838e-05	1.7312631498739026	0.10799306946672994	0.2	2.5395791672078374e-05	-3.354798346418388e-06	5.4146381690575135e-05	0.08340484070800441	56.28813333333333	33.1404	5.742706725622596	4.849197309783189	2.07142857142857	2	0.9165430585039337	higher_in_AC	1.7312631498739026	1.0788087427463562	0.03784712739418907
ENST00000641386	fraction_contribution_log2TPM	ENSG00000176230.7	OR4K17	Amyloidogenic	6	3	3	3	3	3.8240696930839705e-05	2.573531186111908e-05	4.0950892155619874e-05	2.2736737403646717e-05	1.2505385069720627e-05	1.6864944388210752	0.107781347145072	0.2	1.2505385069720616e-05	-2.0277813524532105e-06	2.7038551491894443e-05	0.09170060532760706	2.7001266666666663	1.6243333333333334	1.884369289826859	1.3726182028162859	3.84285714285714	2	0.9165430585039337	higher_in_AC	1.6864944388210752	1.0376277974862298	0.03784712739418907
ENST00000371001	fraction_contribution_log2TPM	ENSG00000196074.13	SYCP2	Amyloidogenic	8	4	4	4	4	5.706560269831243e-05	3.531748765828397e-05	5.5040952057313345e-05	3.2106530859961025e-05	2.1748115040028463e-05	1.6606629168577256	0.05837798663439124	0.11428571428571428	2.1748115040028463e-05	7.904644587463054e-07	4.270576562131062e-05	0.04196284974971801	5.5843375	2.7173024999999997	2.681984863705052	1.7880911441677623	2.97142857142857	2	0.9165430585039337	higher_in_AC	1.6606629168577256	1.3771350259944029	0.03784712739418907
ENST00000690940	fraction_contribution_log2TPM	ENSG00000137414.7	FAM8A1	Amyloidogenic	8	4	4	4	4	0.00010560508030172763	7.596997232350744e-05	0.00010333567874789126	7.521142015603844e-05	2.9635107978220193e-05	1.6291332110973258	0.09041492040423511	0.05714285714285714	2.9635107978220193e-05	5.244261028246319e-07	5.8745789853615754e-05	0.046013162592834875	32.389825	15.703414999999998	4.965844711563133	3.851238390577421	3.42857142857143	2	0.9165430585039337	higher_in_AC	1.6291332110973258	1.337117915628623	0.03784712739418907
ENST00000252599	fraction_contribution_log2TPM	ENSG00000130309.12	COLGALT1	Amyloidogenic	6	3	3	3	3	5.68876986823764e-05	6.430286440587909e-05	5.575203421809097e-05	6.413582859092009e-05	-7.415165723502693e-06	-1.6271566764118937	0.11715278862001079	0.2	-7.4151657235027e-06	-1.6346977864365164e-05	1.5166464173597647e-06	0.10370382635293184	5.771473333333333	9.587773333333333	2.734143101515214	3.275990790791436	3.51428571428571	2	0.9165430585039337	higher_in_TOL	1.6271566764118937	0.9842052191817716	0.03784712739418907
ENST00000261700	fraction_contribution_log2TPM	ENSG00000087302.9	RTRAF	Amyloidogenic	6	3	3	3	3	7.65218865919074e-05	6.282745315588741e-05	7.945172384170746e-05	6.25145384488172e-05	1.3694433436019994e-05	1.6171311226322866	0.137387024000907	0.2	1.3694433436019997e-05	-2.9032288979968524e-06	3.0292095770036847e-05	0.10584998007925278	12.387873333333333	8.71926	3.714812722104749	3.187649883180353	2.5	2	0.9165430585039337	higher_in_AC	1.6171311226322866	0.9753092193778843	0.03784712739418907
ENST00000641417	fraction_contribution_log2TPM	ENSG00000204700.5	OR2J2	Amyloidogenic	6	3	3	3	3	4.8347944569566345e-05	3.825745395815515e-05	5.0645874887729836e-05	3.9721628639665146e-05	1.0090490611411197e-05	1.5293133262936829	0.13654181744726165	0.2	1.0090490611411187e-05	-2.841455932620697e-06	2.302243715544307e-05	0.12618678753842774	4.280236666666666	3.1616966666666664	2.396172909737503	2.050644557488424	3.98571428571429	2	0.9165430585039337	higher_in_AC	1.5293133262936829	0.8989861157697626	0.03784712739418907
ENST00000692500	fraction_contribution_log2TPM	ENSG00000235453.12	SMIM27	Amyloidogenic	8	4	4	4	4	0.00014243447271124698	9.753770942036772e-05	0.000136825671688536	0.00010027892858488618	4.489676329087926e-05	1.5289687065627648	0.10912963697679322	0.11428571428571428	4.4896763290879285e-05	-2.0946922762100413e-06	9.188821885796861e-05	0.061124113704175906	143.659	31.06775	6.742159670639693	4.879395010278183	3.77142857142857	2	0.9165430585039337	higher_in_AC	1.5289687065627648	1.213787425065482	0.03784712739418907
ENST00000399824	fraction_contribution_log2TPM	ENSG00000187860.11	CCDC157	Amyloidogenic	7	3	4	3	4	5.506697616081092e-05	4.3499100026416964e-05	5.452900802032857e-05	3.834453096893088e-05	1.1567876134393957e-05	1.472531067810482	0.1270489443356734	0.4	1.1567876134393953e-05	-1.0301817753083102e-06	2.4165934044096215e-05	0.07190932807831625	5.719533333333334	3.4160125	2.675321985247779	2.1317170292194914	2.97142857142857	2	0.9165430585039337	higher_in_AC	1.472531067810482	1.143214769280933	0.03784712739418907
ENST00000359513	fraction_contribution_log2TPM	ENSG00000175224.17	ATG13	Amyloidogenic	6	3	3	3	3	7.429237227246168e-05	6.749958156743597e-05	7.750384786210273e-05	6.684035864433243e-05	6.792790705025705e-06	1.447714374170609	0.17912654952254906	0.2	6.792790705025688e-06	-2.4035158136521794e-06	1.5989097223703554e-05	0.1476969482147892	11.098799999999999	10.216213333333334	3.5662003234968314	3.414967222685792	2.6	2	0.9165430585039337	higher_in_AC	1.447714374170609	0.8306284781963081	0.03784712739418907
ENST00000375630	fraction_contribution_log2TPM	ENSG00000068650.19	ATP11A	Amyloidogenic	8	4	4	4	4	6.19987973105094e-05	4.7323445152958055e-05	6.340523770990704e-05	5.06299140531878e-05	1.4675352157551347e-05	1.4127309494413316	0.09323091650267758	0.11428571428571428	1.4675352157551358e-05	-1.94849485679013e-06	3.1299199171892845e-05	0.08358830010981994	7.146122500000001	4.9268925	2.9657602088001758	2.434130858190114	3.77142857142857	2	0.9165430585039337	higher_in_AC	1.4127309494413316	1.0778545066917993	0.03784712739418907
ENST00000424340	fraction_contribution_log2TPM	ENSG00000243716.13	NPIPB5	Amyloidogenic	7	3	4	3	4	2.8750010574497737e-05	3.6283722884001293e-05	2.961457478949718e-05	3.857924516345833e-05	-7.533712309503557e-06	-1.4118526723035887	0.1291502809007103	0.4	-7.533712309503559e-06	-1.620356916031871e-05	1.1361445413115935e-06	0.08854565275934156	1.7104799999999998	2.8780675	1.4353699613690776	1.8683354584494984	2.8	2	0.9165430585039337	higher_in_TOL	1.4118526723035887	1.0528327560885302	0.03784712739418907
ENST00000649934	fraction_contribution_log2TPM	ENSG00000168216.13	LMBRD1	Amyloidogenic	7	3	4	3	4	0.00011438371645293292	8.980707889071134e-05	0.00012689822916905528	9.149061821229321e-05	2.457663756222158e-05	1.3431081721196818	0.20824261735989813	0.22857142857142856	2.4576637562221567e-05	-1.0368641406579989e-05	5.952191653102312e-05	0.1680731835503152	46.349133333333334	22.159975	5.499158816120263	4.4782337417318	4.05714285714286	2	0.9165430585039337	higher_in_AC	1.3431081721196818	0.7745015736822682	0.03784712739418907
ENST00000575515	fraction_contribution_log2TPM	ENSG00000080986.13	NDC80	Amyloidogenic	8	4	4	4	4	0.00010973779416817252	7.96294270076007e-05	0.0001157126556727146	8.922828220899733e-05	3.010836716057182e-05	1.3078307184815496	0.11720694976409685	0.2	3.0108367160571813e-05	-6.733202984176029e-06	6.694993730531966e-05	0.10920892042419901	36.895525	16.237025	5.183750083684203	3.8865460603814785	2.27142857142857	2	0.9165430585039337	higher_in_AC	1.3078307184815496	0.9617418860563783	0.03784712739418907
ENST00000448752	fraction_contribution_log2TPM	ENSG00000138398.17	PPIG	Amyloidogenic	8	4	4	4	4	0.0001249639038727743	9.972483212902505e-05	0.00013392628347485102	0.00010016885307159047	2.5239071743749254e-05	1.2747482857186305	0.16129597989503258	0.34285714285714286	2.5239071743749268e-05	-6.445759840243558e-06	5.692390332774209e-05	0.11846679825323017	62.086149999999996	34.50265	5.8703346336015425	5.011858389397437	2.28571428571429	2	0.9165430585039337	higher_in_AC	1.2747482857186305	0.9264033488591021	0.03784712739418907
ENST00000375898	fraction_contribution_log2TPM	ENSG00000139826.6	ABHD13	Amyloidogenic	8	4	4	4	4	6.571967739670662e-05	3.9276685814523235e-05	5.6138002442278025e-05	3.910490306738363e-05	2.644299158218339e-05	1.241645034722522	0.17021051095659592	0.11428571428571428	2.6442991582183383e-05	-7.638264465105452e-06	6.052424762947222e-05	0.12833554334320335	9.250995	3.10656	3.047485368623082	1.985032638600762	4.1	2	0.9165430585039337	higher_in_AC	1.241645034722522	0.8916530463527669	0.03784712739418907
ENST00000683139	fraction_contribution_log2TPM	ENSG00000206560.12	ANKRD28	Amyloidogenic	8	4	4	4	4	5.790953633239602e-05	3.6629159062933104e-05	5.1235304751920415e-05	3.6367162647520654e-05	2.1280377269462916e-05	1.2366040336830517	0.16694173042833593	0.11428571428571428	2.1280377269462923e-05	-6.258810411044594e-06	4.881956494997044e-05	0.12989287790230697	6.65182	2.8879650000000003	2.7292849479550068	1.8786965293690558	3.14285714285714	2	0.9165430585039337	higher_in_AC	1.2366040336830517	0.8864146608786577	0.03784712739418907
ENST00000691720	fraction_contribution_log2TPM	ENSG00000149483.13	TMEM138	Amyloidogenic	6	3	3	3	3	7.316685233174534e-05	6.211109384267301e-05	7.214898104778508e-05	6.467830752771043e-05	1.1055758489072326e-05	1.2273612478998728	0.20833855604297807	0.4	1.105575848907232e-05	-6.599099440842095e-06	2.8710616418986734e-05	0.2196868447227699	11.86127	8.291580000000002	3.5514421974158004	3.1317794663967793	3.78571428571429	2	0.9165430585039337	higher_in_AC	1.2273612478998728	0.6581959487024585	0.03784712739418907
ENST00000542921	fraction_contribution_log2TPM	ENSG00000171988.20	JMJD1C	Amyloidogenic	6	3	3	3	3	0.00011244807958978575	0.0001021513201763919	0.00011344716191584113	0.000104981215533141	1.0296759413393848e-05	1.2269739213841373	0.2222259547616864	0.4	1.0296759413393834e-05	-6.151249184017441e-06	2.674476801080511e-05	0.21983239281420686	56.97926666666667	46.07856666666667	5.554862254740297	5.233968639486531	2.8	2	0.9165430585039337	higher_in_AC	1.2269739213841373	0.657908312895537	0.03784712739418907
ENST00000251810	fraction_contribution_log2TPM	ENSG00000048392.13	RRM2B	Amyloidogenic	7	3	4	3	4	7.389127651687819e-05	4.793501165710419e-05	6.474259159526184e-05	4.840043891220105e-05	2.5956264859774e-05	1.2138317149629163	0.2510365347589695	0.11428571428571428	2.5956264859774e-05	-1.5167008738202963e-05	6.707953845775096e-05	0.21605228388343722	11.327096666666668	4.8979675	3.4440001454237783	2.4483667373717015	2.97142857142857	2	0.9165430585039337	higher_in_AC	1.2138317149629163	0.6654411384120822	0.03784712739418907
ENST00000332238	fraction_contribution_log2TPM	ENSG00000182854.8	OR4F15	Amyloidogenic	6	3	3	3	3	4.549232323988891e-05	3.3997045401132845e-05	4.610787121656723e-05	2.893939281819756e-05	1.1495277838756062e-05	1.2065134105698663	0.27079864760664685	0.7	1.1495277838756058e-05	-7.178638554433208e-06	3.0169194231945325e-05	0.227619591412499	3.8811033333333333	2.678176666666667	2.275094089554175	1.8047589387329885	3.28571428571429	2	0.9165430585039337	higher_in_AC	1.2065134105698663	0.6427903605714917	0.03784712739418907
ENST00000399262	fraction_contribution_log2TPM	ENSG00000171988.20	JMJD1C	Amyloidogenic	6	3	3	3	3	7.701372574540847e-05	5.546468879817304e-05	8.677737724976186e-05	5.654063236410971e-05	2.1549036947235432e-05	1.1906495231457996	0.27558886216859524	0.7	2.154903694723542e-05	-1.3923480781167952e-05	5.702155467563879e-05	0.23379120147414822	12.415759999999999	6.506446666666666	3.6448707571052954	2.819260092943166	2.8	2	0.9165430585039337	higher_in_AC	1.1906495231457996	0.6311718371567631	0.03784712739418907
ENST00000380494	fraction_contribution_log2TPM	ENSG00000113163.19	CERT1	Amyloidogenic	7	3	4	3	4	7.737890874336653e-05	5.255993824559504e-05	7.841776789863538e-05	5.751893898617202e-05	2.4818970497771494e-05	1.1523738854363244	0.1874769979707251	0.22857142857142856	2.4818970497771497e-05	-1.2929193403324376e-05	6.256713439886737e-05	0.1975187153163941	11.704706666666667	7.3119724999999995	3.6408947589933067	2.6181958411654067	2.62857142857143	2	0.9165430585039337	higher_in_AC	1.1523738854363244	0.7043917477663604	0.03784712739418907
ENST00000246071	fraction_contribution_log2TPM	ENSG00000125870.11	SNRPB2	Amyloidogenic	8	4	4	4	4	0.00011113167840370096	9.072141061021254e-05	0.00011525275152232957	8.857210690992309e-05	2.0410267793488423e-05	1.1382189510176337	0.1645745493852372	0.2	2.0410267793488437e-05	-8.285995750442891e-06	4.910653133741977e-05	0.16330920300980256	37.216924999999996	24.643250000000002	5.234529704665681	4.531984993715002	2.74285714285714	2	0.9165430585039337	higher_in_AC	1.1382189510176337	0.786989340653686	0.03784712739418907
ENST00000275364	fraction_contribution_log2TPM	ENSG00000146535.15	GNA12	Amyloidogenic	8	4	4	4	4	6.738695082119623e-05	8.043728674136414e-05	6.843235361633256e-05	7.788112861100419e-05	-1.3050335920167908e-05	-1.127377515780837	0.18745148251585145	0.2	-1.3050335920167895e-05	-3.157518946226895e-05	5.474517621933162e-06	0.16735589399413264	9.16713	14.97285	3.2438492411182116	3.969842668671746	3.25714285714286	3	0.9165430585039337	higher_in_TOL	1.127377515780837	0.7763589879129984	0.03784712739418907
ENST00000224337	fraction_contribution_log2TPM	ENSG00000095585.18	BLNK	Amyloidogenic	6	3	3	3	3	5.324612788310095e-05	3.662211879248236e-05	4.877076176042711e-05	4.156347397997987e-05	1.6624009090618593e-05	1.1226975876050034	0.2566630125569208	0.4	1.6624009090618593e-05	-1.2397572015461351e-05	4.5645590196698535e-05	0.26156595290988227	4.966383333333333	2.7472499999999997	2.525069616234225	1.8322436145043948	2.25714285714286	2	0.9165430585039337	higher_in_AC	1.1226975876050034	0.5824187872043122	0.03784712739418907
ENST00000563694	fraction_contribution_log2TPM	ENSG00000170037.14	CNTROB	Amyloidogenic	6	3	3	3	3	2.736329517911026e-05	3.5330305522535245e-05	2.533033161159748e-05	3.732356648138675e-05	-7.967010343424986e-06	-1.1108745090683971	0.25170922160335324	0.2	-7.967010343424995e-06	-2.2023551572970514e-05	6.089530886120526e-06	0.2666223691420302	1.77046	2.4608666666666665	1.4039233588541797	1.7179070895935087	2.77142857142857	2	0.9165430585039337	higher_in_TOL	1.1108745090683971	0.5741034168598557	0.03784712739418907
ENST00000571362	fraction_contribution_log2TPM	ENSG00000040633.13	PHF23	Amyloidogenic	8	4	4	4	4	0.00010796252380289225	9.539179777720551e-05	0.00010662923838836178	9.28292664878971e-05	1.2570726025686738e-05	1.070938824019577	0.18079896566060583	0.11428571428571428	1.2570726025686751e-05	-6.213709961193916e-06	3.135516201256742e-05	0.189646075026892	38.616675	31.403760000000002	5.175812041723024	4.821394238482949	2.44285714285714	2	0.9165430585039337	higher_in_AC	1.070938824019577	0.7220561411594596	0.03784712739418907
ENST00000641895	fraction_contribution_log2TPM	ENSG00000204695.4	OR14J1	Amyloidogenic	8	4	4	4	4	9.380248326430271e-05	8.321943105366739e-05	9.397259719990083e-05	8.013992562533852e-05	1.0583052210635328e-05	1.0630835108529004	0.18505337541988517	0.2	1.0583052210635348e-05	-5.348057123931115e-06	2.651416154520181e-05	0.19291430794481468	24.12245	18.626465	4.513617047253879	4.176409682405351	3.55714285714286	2	0.9165430585039337	higher_in_AC	1.0630835108529004	0.7146355606866399	0.03784712739418907
ENST00000252744	fraction_contribution_log2TPM	ENSG00000130449.6	ZSWIM6	Amyloidogenic	8	4	4	4	4	0.00010528025549232505	9.449131289857845e-05	0.0001056388744593393	9.466712061386759e-05	1.0788942593746592e-05	1.055625631718772	0.18785778740479261	0.34285714285714286	1.0788942593746619e-05	-5.56684330783591e-06	2.7144728495329148e-05	0.19605530590619547	33.79675	26.599375	5.033359281638742	4.719556852106041	3.05714285714286	3	0.9165430585039337	higher_in_AC	1.055625631718772	0.7076213997570386	0.03784712739418907
ENST00000568065	fraction_contribution_log2TPM	ENSG00000169180.12	XPO6	Amyloidogenic	8	4	4	4	4	0.00013262037703407992	0.00011697013512318902	0.00013482035827428647	0.00011433395508381785	1.5650241910890897e-05	1.04701473826869	0.19660684004037213	0.34285714285714286	1.5650241910890897e-05	-8.270283872736187e-06	3.9570767694517984e-05	0.1997283351685586	85.3091	74.16329999999999	6.336041237980879	5.8878642733541255	2.92857142857143	2	0.9165430585039337	higher_in_AC	1.04701473826869	0.6995603180316309	0.03784712739418907
ENST00000326840	fraction_contribution_log2TPM	ENSG00000057019.16	DCBLD2	Amyloidogenic	6	3	3	3	3	5.327599450532519e-05	3.352672983826171e-05	4.00246859610708e-05	3.6523434442471034e-05	1.9749264667063483e-05	1.0453398466028399	0.32051014135729583	0.4	1.9749264667063483e-05	-1.7279695430829237e-05	5.6778224764956204e-05	0.29586592758151264	5.473733333333333	2.5004233333333334	2.490389649152192	1.7990112949047872	3.87142857142857	2	0.9165430585039337	higher_in_AC	1.0453398466028399	0.5289050460436652	0.03784712739418907
