Transcript_ID	SRR32060276	SRR32060306	SRR32060309	SRR32060312	SRR32060326	SRR32060336	SRR32060341	SRR32060215	SRR32060216	SRR32060234	SRR32060240
ENST00000527218.6	6.05952	24.2385	187.848	0.0	30.2967	12.1188	24.2358	0.0	50.4779	0.0	0.0
ENST00000527220.2	18.0	0.0	137.262	91.0	14.4262	0.0	6.85246	7.0	0.0	62.0	0.0
ENST00000527248.3	59.6218	116.121	163.029	186.525	20.394	17.4912	15.9766	32.6198	56.588	124.576	55.475
ENST00000527303.2	55.0	36.0	196.0	49.0	31.0	26.5443	14.0	21.0	12.5445	110.0	48.0
ENST00000527309.2	97.9406	1.93445	388.583	202.57	20.9661	82.3375	31.6991	52.3929	60.3073	611.618	415.644
ENST00000527353.2	34.5	43.0	148.823	58.0	8.5	13.0	18.0	12.5	21.0	129.452	376.484
ENST00000527355.5	69.193	57.0068	256.495	188.882	30.7378	26.9171	29.2758	27.0	50.9092	129.0	27.0
ENST00000527363.5	90.7141	28.9746	224.982	195.47	28.1971	34.0355	46.1452	17.2705	26.854	30.2419	184.054
ENST00000527372.7	162.79	234.65	771.922	894.465	114.547	145.452	110.962	109.566	241.948	53.449	424.189
ENST00000527385.1	34.0	46.0	59.0	93.0	11.0	26.0	21.0	11.0	21.0	0.0	0.0
ENST00000527390.1	148.996	109.353	568.277	373.263	44.5084	68.6279	73.7024	69.8243	80.1902	209.44	92.2794
ENST00000527399.3	252.025	99.0752	1037.0	687.839	104.462	145.206	180.341	131.857	220.903	174.749	272.295
ENST00000527411.5	47.6999	3.4282	0.0	55.1071	6.85641	11.2007	0.0	0.0	0.0	0.0	0.0
ENST00000527414.5	72.5154	71.0701	55.6942	0.0	151.396	0.190901	161.628	47.3292	129.589	1.01763e-08	0.0
ENST00000527423.5	47.8716	0.0	0.0	21.4541	0.0	4.33264	1.64294e-07	0.0	0.0	36.9179	0.0
ENST00000527424.6	86.2912	98.1287	355.058	210.353	62.0559	44.7038	47.8328	25.5603	31.3573	89.0706	95.5908
ENST00000527432.5	1196.59	647.22	3505.71	2830.88	441.198	525.888	348.691	441.07	925.563	143.621	136.236
ENST00000527447.2	95.5964	67.7134	147.296	113.962	16.8844	30.1574	47.5196	37.5595	11.5469	395.259	546.225
ENST00000527502.5	0.0	0.0	0.0	188.529	27.2138	0.0	59.6498	14.0199	36.2432	0.0	182.202
ENST00000527610.1	0.0	0.0	0.0	0.0	0.0	9.42762	0.0	17.6199	0.0	179.951	96.7049
ENST00000527614.6	126.036	63.9864	410.924	405.575	37.2671	29.9994	42.7126	35.7479	56.8018	1.95792	21.0185
ENST00000527629.6	0.0	0.0	165.332	0.0	0.0	0.0	22.9971	0.0	9.38811	10.7984	0.0
ENST00000527639.2	21.103	5.0	10.7744	35.0939	3.25384	5.47624	3.1628	16.0841	17.9685	0.0	0.0
ENST00000527645.1	30.0	14.0	18.0	0.0	2.0	4.0	7.0	0.0	3.0	0.0	0.0
ENST00000527663.6	268.862	209.016	615.367	725.018	72.029	75.6046	72.8712	82.2231	101.0	155.752	0.0352666
ENST00000527673.2	714.687	895.598	2353.54	787.764	67.0017	249.312	149.544	304.354	163.75	1502.35	1996.36
ENST00000527693.1	53.3194	34.0525	215.637	22.5778	23.0802	19.5303	19.3282	5.98155	18.3275	104.996	57.9075
ENST00000527696.5	112.0	47.0	255.885	198.0	25.0	20.4857	32.0	32.0	59.0	119.0	40.0
ENST00000527800.6	18.6657	0.0	1.00836	48.3469	1.43806	0.0	2.82179	0.0	12.7177	0.0	0.0
ENST00000527869.7	43.7874	1.5156	55.8077	6.0467e-07	0.0	0.0	0.0	41.7314	49.388	1.15307	457.93
ENST00000527881.1	15.088	5.08127	46.0631	0.0	3.33892	6.04215	3.02748	3.0	10.091	0.0	0.0
ENST00000527896.1	28.395	0.0	25.1933	0.0	0.0	6.15728	0.0	2.02955	0.0	35.049	0.0
ENST00000527900.1	0.0	0.0	26.4756	70.905	0.0	0.0	0.0	0.0	22.1827	0.0	0.0
ENST00000527902.5	9.36804	9.66786	19.2118	60.368	4.70557	0.0	0.956912	2.22442	0.438061	0.0	113.144
ENST00000527914.5	763.491	561.027	1774.57	1120.76	218.66	249.873	287.816	206.721	198.984	0.0	1268.57
ENST00000527958.6	749.197	740.077	2225.93	1863.63	287.16	354.806	279.57	192.816	309.555	590.599	1016.89
ENST00000527963.1	76.2005	0.0	115.962	53.8596	12.2214	16.0928	0.0	0.0	0.0	23.351	19.4633
ENST00000527979.5	61.1168	0.0	0.0	83.273	3.35284	14.6874	2.3934	3.75068	0.0	0.0	0.0
ENST00000528011.2	20.0	9.0	47.0	0.0	10.0	0.0	0.0	0.0	0.0	13.0	0.0
ENST00000528020.2	173.581	42.3655	170.97	208.395	25.4005	34.7813	47.4329	28.7216	62.6101	97.6978	0.398689
ENST00000528021.6	12.6335	4.35909	43.6819	40.8895	6.53529	13.3619	12.749	8.10104	2.58804	4.00102	0.0
ENST00000528054.1	29.0	27.0	76.0	131.0	8.0	11.0	16.0	11.0	6.0	0.0	32.0
ENST00000528057.5	16.1604	56.1486	47.2803	43.0172	10.3281	5.65512	9.25337	10.2435	15.0271	18.8028	34.0751
ENST00000528062.7	3.61035	0.0	37.5293	30.555	0.0	0.0	0.0	0.0	10.7716	0.0	0.0
ENST00000528080.6	178.295	150.162	634.494	336.724	0.0173975	0.741729	77.3997	42.4246	102.649	50.5845	233.835
ENST00000528081.5	2964.19	2679.93	9820.9	7451.56	1336.25	1352.78	2016.01	1284.61	2006.71	1719.32	2947.49
ENST00000528095.5	283.755	149.127	1160.01	449.392	161.531	165.722	128.493	107.316	193.946	0.0	0.0
ENST00000528097.5	110.588	0.0	288.828	0.0	0.0	0.0	0.0	13.8323	13.5984	766.322	0.0
ENST00000528120.5	63.9435	0.0	0.0	5.51733	0.262923	29.1621	11.3695	6.40108	0.0	0.0	0.0
ENST00000528130.1	21.0421	14.0	87.0031	83.086	15.0	19.3379	25.0943	2.0	7.06313	0.0	7.0
ENST00000528157.7	31.0	17.0	158.0	32.0	23.0	26.0	13.0	18.0	12.0	166.0	134.0
ENST00000528192.5	65.4197	16.3095	121.262	141.716	13.3515	1.56354	21.2486	3.40082	14.9729	36.092	0.0
ENST00000528239.5	6.0	13.0	71.0	28.0	5.0	1.0	4.49294	0.0	15.0	0.0	0.0
ENST00000528258.5	16.0	113.808	40.0	21.0	6.0	14.0	0.0	35.0	6.0	0.0	15.0
ENST00000528263.1	0.0	22.6124	184.822	283.965	67.1595	12.9351	46.791	54.7181	47.4509	0.0	0.0
ENST00000528264.1	50.3365	0.0	156.936	141.557	15.3007	19.4134	50.9197	24.051	37.4846	259.607	93.541
ENST00000528288.5	116.002	161.232	609.49	1.13684e-08	61.4723	114.126	74.0239	44.8369	105.723	336.678	304.261
ENST00000528301.1	54.8814	86.9337	276.578	133.79	18.466	74.7797	45.3312	6.91245	58.2395	0.0	114.629
ENST00000528302.5	978.328	664.782	2552.19	2840.2	532.351	463.517	610.736	411.05	573.803	538.988	621.985
ENST00000528313.1	0.0	0.0	134.385	190.871	17.7798	0.0	39.6386	0.0	1.69637	0.0	0.0
ENST00000528346.1	17.5333	47.0485	157.886	157.602	22.8253	24.1582	34.4975	9.43373	36.8563	60.4938	0.0
ENST00000528349.5	24.6838	11.2362	86.9766	65.4268	8.11333	14.5158	22.8187	10.846	18.4019	1.28771	2.60454
ENST00000528385.5	0.0	31.6871	53.2731	40.8672	6.00017	0.0	5.42266	4.62639	0.456907	17.0171	0.0
ENST00000528386.4	16.4825	10.6525	52.1694	28.5818	5.67659	0.0	4.79038	7.98996	13.0534	5.06608	3.49908
ENST00000528413.6	107.0	26.0	135.0	97.0	30.0	28.0	24.0	13.0	52.0	57.0	119.0
ENST00000528416.6	30.2087	0.0	28.051	2.15777	0.0	6.4733	0.0	2.15777	2.15777	73.364	2.15777
ENST00000528429.5	50.0186	67.8244	37.42	126.294	14.994	15.0093	10.6037	7.78568e-07	2.60372	0.0	0.0
ENST00000528450.5	3.0	10.0	16.0	30.0	11.0	2.0	4.0	11.0	1.0	36.0	0.0
ENST00000528451.5	45.6804	34.8097	139.06	24.2185	29.0	13.1824	11.5382	7.44251	15.6936	22.0	8.0
ENST00000528467.1	9.13789	3.72761	95.0	40.0	2.27577	1.13789	8.0	6.0	16.0	54.0	0.0
ENST00000528492.1	10.6935	18.0	111.286	17.4295	4.79687	24.0	14.8019	12.4069	23.0	0.0	4.0
ENST00000528499.5	2291.1	1702.68	4283.11	5613.9	764.306	547.591	901.025	264.477	1161.0	997.087	1062.07
ENST00000528545.1	24.0472	12.0	160.0	20.0	18.0	11.0	10.0	21.0	11.0	175.508	92.0
ENST00000528556.5	3.4037	0.0	26.6471	108.417	0.0	0.0	9.59199	18.7883	0.0	0.0	0.0
ENST00000528565.2	214.663	292.438	1326.46	862.69	127.173	117.601	156.776	61.9997	130.468	139.361	397.256
ENST00000528581.5	38.2818	6.87191	127.0	40.8712	17.3941	12.5994	19.6159	14.156	8.11357	93.0	2.0
ENST00000528592.5	35.3879	0.0	165.315	82.6249	9.19699	3.98837	0.0	70.8411	1.0493e-08	0.0	0.0
ENST00000528600.1	23.0	0.0	39.4444	38.0	4.0	15.0	18.0	24.0	24.0	11.0	23.0
ENST00000528619.5	16097.2	19229.0	52356.0	14989.9	2507.89	7559.83	2387.19	4368.63	1076.82	71065.7	57199.8
ENST00000528633.1	12.347	0.0	32.2021	12.4918	2.11014	0.0	1.02651	1.05147	1.03982	0.0	0.0
ENST00000528634.5	1.55526	13.6443	21.053	1.69339	8.06396	0.0	0.0	0.0	16.5672	0.0	0.0
ENST00000528677.2	103.269	139.227	189.061	860.0	106.357	146.0	3.75976	13.2266	110.0	298.0	380.0
ENST00000528679.5	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	10.0	93.6833	0.0
ENST00000528718.6	299.0	323.0	809.0	866.0	127.0	97.0	155.0	95.0	148.0	518.0	67.0
ENST00000528725.5	12.8961	0.0	0.0	18.4687	3.53668	0.500622	0.0	0.0	6.17123	17.5529	0.0
ENST00000528737.5	39.2646	35.8277	177.995	0.0	11.7699	0.0	6.36129	0.0	28.6362	0.0	0.0
ENST00000528747.1	25.4333	30.0	106.032	70.535	23.9646	16.0	18.7494	6.56552	9.0	9.96384	7.0
ENST00000528752.1	22.0	14.0	2.4769e-08	47.0	3.0	0.0	2.0	0.0	1.0	0.0	0.0
ENST00000528770.5	18.0	1.0	27.0	0.0	4.0	0.0	6.0	2.0	1.0	0.0	27.0
ENST00000528771.5	215.812	104.455	646.673	300.42	92.7681	67.9801	96.8688	30.5001	106.839	165.458	0.0
ENST00000528775.6	0.0	4.53312	70.4789	13.9186	0.0	9.0	5.0	1.90662	12.4397	0.0	0.0
ENST00000528776.1	167.226	162.76	516.598	256.424	64.0256	60.0626	83.277	35.9102	37.5524	0.0	0.0
ENST00000528838.6	71.0	37.0	222.0	2.35775e-07	24.0	20.3048	24.0	14.0	23.0	8.48749e-07	18.0
ENST00000528841.6	24.0	27.0	133.0	84.0	6.0	11.0	16.0	8.0	11.0	0.0	0.0
ENST00000528853.2	93.0283	0.0	107.242	64.6615	49.449	10.1143	12.8249	0.713633	4.61153	0.0	22.7164
ENST00000528880.3	312.882	59.3635	732.119	605.052	83.3313	43.5455	29.925	55.6176	78.0108	246.798	123.897
ENST00000528896.7	22.8496	43.5045	45.9516	97.3672	19.6806	20.0281	11.394	9.0	10.3582	35.0	62.0
ENST00000528926.5	16.6318	0.0	57.9022	119.228	0.0	26.3876	33.2066	9.71032	3.98633	68.0705	291.704
ENST00000528988.1	13.558	36.6685	80.5055	69.9873	6.36514	13.783	15.3378	4.3562	2.52633	10.1606	0.0
ENST00000528993.5	36.3696	25.3109	317.541	158.761	17.4351	26.1047	52.1686	28.3524	64.6884	51.1308	185.421
ENST00000528996.2	55.7073	0.0	0.0	0.0	4.96057	0.0	0.0	5.21616	119.54	22.2289	0.0
ENST00000529006.7	985.091	443.541	3466.73	2636.6	558.399	344.976	295.108	303.907	591.387	476.395	751.667
ENST00000529010.6	90.4228	186.015	359.543	250.662	41.0174	37.7597	21.2759	67.7406	18.2299	9.11497	632.0
ENST00000529032.5	0.0	48.0	313.234	0.0189629	10.9222	19.8478	0.0	0.00351454	48.8528	14.8626	105.356
ENST00000529045.1	21.8921	4.0	13.353	9.15145	5.0	13.3748	9.23364	4.0	9.81126	0.0	1.0
ENST00000529046.6	1877.99	855.817	3135.0	3867.29	540.674	999.967	670.753	932.618	572.974	1560.98	2859.91
ENST00000529060.5	23.0	24.0	85.0	0.0	5.0	8.10241	14.0	0.0	0.0	0.0	0.0
ENST00000529064.5	20.0178	24.0214	40.4687	138.123	4.00356	10.0089	6.00534	0.0	8.00712	0.0	33.8378
ENST00000529067.5	0.0	4.76221e-06	0.0	0.0	45.827	56.8803	7.04259e-05	39.5815	0.0	0.0	0.0
ENST00000529167.5	66.5327	33.918	98.4565	169.085	20.5062	16.4611	26.8863	18.9822	9.61178	4.74483	0.0
ENST00000529185.1	68.1311	22.9552	122.65	27.4068	6.58487	22.6717	14.823	3.19686	9.15384	37.6048	1.00517
ENST00000529187.1	39.0225	34.7557	235.712	97.5679	13.7299	9.98315	28.1117	13.1633	30.1035	34.4554	129.856
ENST00000529208.5	0.0	16.3567	140.55	0.0	25.2601	29.7083	18.7849	0.0	15.1052	0.0	0.0
ENST00000529223.1	1050.93	1024.48	2011.17	2370.5	516.494	475.034	382.949	353.125	472.634	409.591	473.175
ENST00000529230.6	55.0	95.6863	307.0	264.53	24.0	32.6859	38.0923	35.0	99.4972	0.0	0.0
ENST00000529248.5	1147.76	474.008	2604.57	2372.57	412.104	360.351	428.046	194.678	602.402	574.48	1043.54
ENST00000529308.6	44.0	38.0	68.0	109.0	16.0	10.0	19.0	0.0	2.0	0.0	0.0
ENST00000529313.5	16.8164	61.897	70.7936	0.0	0.0	0.0	0.0	0.0	0.0	179.945	0.0
ENST00000529361.5	31.934	48.7272	89.609	143.977	21.962	4.7311	18.8385	17.788	7.75928	327.333	188.084
ENST00000529373.1	14.1435	5.80389	62.8863	62.7898	19.9428	0.0	8.48557	13.391	15.072	0.0	460.077
ENST00000529388.6	13.9234	3.67218	317.793	138.749	0.0	0.0	0.0	0.0	0.0	58.1429	0.0
ENST00000529432.5	18.2044	0.0	77.2236	31.0	5.5979	0.0	0.0	0.0	0.0	4.00216	0.0
ENST00000529487.3	54.9186	108.914	140.581	73.6429	21.3857	34.9814	27.5976	19.7782	59.4802	3.26542	43.0037
ENST00000529489.5	81.4047	0.0	108.642	13.9005	6.59543	2.12533	15.5323	0.0	5.79961	4.1407	0.0
ENST00000529515.2	106.913	83.8995	287.4	115.328	22.4017	58.7211	27.2915	20.2185	36.9405	133.481	149.583
ENST00000529519.5	16.0	50.0	1.92782	0.0	5.62324	6.62324	3.43486	0.0	9.24648	0.0	29.0
ENST00000529543.5	72.5543	0.0	0.0	0.0	10.167	0.0	0.0	25.1856	0.0	75.9365	0.0
ENST00000529576.5	209.021	224.444	299.66	324.476	23.9151	53.151	26.298	59.3471	61.2768	455.744	103.85
ENST00000529579.5	299.294	94.0572	247.344	685.018	46.1539	46.3842	44.1329	98.3905	107.892	476.774	260.331
ENST00000529588.6	635.592	620.371	2154.65	825.29	155.226	76.756	307.449	220.645	304.436	927.667	386.048
ENST00000529594.5	80.6129	27.81	444.638	122.401	15.8029	33.4014	36.0	31.2186	12.6057	394.667	299.667
ENST00000529601.5	29.0	92.0	61.0	105.0	8.0	32.0	29.0	25.0	19.0	1.0	0.0
ENST00000529634.2	34.0	109.0	107.0	426.0	23.0	29.0	22.0	29.0	18.9114	50.0	37.0
ENST00000529637.5	266.363	311.196	571.842	350.199	125.096	96.1617	238.009	136.667	260.738	0.0	0.0
ENST00000529639.6	826.63	733.748	2267.32	1621.88	197.982	345.123	137.139	230.366	144.894	3765.9	1650.62
ENST00000529689.6	98.5718	86.1592	379.183	242.385	49.8573	47.4422	57.9053	36.0223	42.2392	3.13442	309.067
ENST00000529694.6	74.7777	66.9751	274.623	190.211	17.8842	28.6091	17.8101	0.0	35.2765	2.86101	1.45402
ENST00000529704.5	516.281	786.137	1042.49	1103.21	293.1	312.319	197.241	206.806	171.903	656.918	1078.3
ENST00000529709.1	14.9583	25.7122	0.0	0.0	6.88351	20.4569	2.97396	3.77375	16.6768	0.0	135.0
ENST00000529720.2	180.56	0.000429348	20.438	37.3795	0.155874	0.593513	10.5159	106.674	0.247401	1.36179	0.900001
ENST00000529726.1	31.52	22.1179	247.0	211.172	40.2193	43.2932	39.1659	15.2108	29.2103	1.26692	12.7252
ENST00000529742.1	42.0	0.0	147.0	0.0	5.0	7.0	3.0	10.0	15.0	90.0	30.0
ENST00000529761.5	226.848	30.7202	718.79	0.0	0.0	0.0	0.0	8.07734	42.5762	286.416	0.0
ENST00000529768.5	46.505	55.8393	0.0	23.6814	8.44662	4.83642	0.0	26.835	17.3846	75.0	8.0
ENST00000529790.5	1465.98	1148.68	4882.13	3813.1	496.272	756.022	527.276	532.746	341.17	3227.18	2105.06
ENST00000529809.5	15.0313	7.4644	42.1232	37.8087	9.98261	1.97101	4.39408	8.51462	0.0	96.1664	0.0
ENST00000529819.6	140.938	129.896	279.011	265.138	31.1194	56.9334	38.2337	27.1143	0.0	206.39	51.2777
ENST00000529844.5	132.042	142.079	985.49	911.205	134.411	104.701	212.003	10.0724	99.8847	37.5594	33.1304
ENST00000529851.5	23.0	36.0	77.0	93.0	8.0	10.0	19.0	22.0	0.0	19.0	0.0
ENST00000529866.5	89.2988	0.0	0.0	30.6935	5.34158	10.4437	0.0	14.9525	7.24076	11.0923	0.0
ENST00000529903.1	31.6784	19.1156	99.2951	153.566	13.9948	6.27613	14.7644	11.2832	7.08795	11.2323	155.608
ENST00000529945.2	117.253	52.0159	46.669	9.2484	29.7667	30.8045	7.46241	14.6489	19.5013	69.8261	115.42
ENST00000529974.2	19.7166	28.508	11.0768	7.21843	0.0	0.0	0.0	0.0	6.16905	0.0	0.0
ENST00000529982.5	99.5156	143.927	394.98	170.013	36.4727	34.1327	17.9179	67.218	46.9721	156.086	91.9028
ENST00000529983.3	148.103	90.4732	525.155	181.582	56.293	53.9915	29.7773	26.1245	25.0069	21.6238	253.384
ENST00000529984.5	17.7883	40.0	68.9546	28.3805	7.87117	15.4322	7.31413	3.68274	0.0	114.0	0.0
ENST00000530003.5	0.0	0.0	0.0	0.0	3.68781	0.0	1.85208	0.0	22.6293	35.0	144.0
ENST00000530028.3	885.0	821.0	3464.0	1610.0	230.0	440.0	298.0	308.0	341.0	2032.0	3035.0
ENST00000530055.5	12.9722	10.0022	30.1534	0.0	0.0	2.32276	1.07321	2.24323	5.67957	0.0	0.0
ENST00000530076.6	55.3714	0.436515	150.442	54.4451	15.1593	37.6728	19.0696	49.0	91.0129	265.0	0.0
ENST00000530106.2	11.4951	0.0	45.7148	26.5789	0.0	0.0	0.0	2.81148	2.41627	0.0	0.0
ENST00000530112.2	40.1801	10.8203	155.59	49.6482	25.3911	13.343	20.9669	6.55722	9.31238	0.0	0.0
ENST00000530128.5	2.03453	20.178	54.3026	84.6197	4.35704	7.04229	11.1519	0.0	7.75797	52.1338	1.0
ENST00000530131.5	322.923	224.965	706.033	529.477	92.2124	186.26	97.9337	107.562	151.923	131.583	250.0
ENST00000530225.5	40.5168	14.2719	127.388	39.9743	9.38596	41.8252	0.0	29.3046	27.2875	4.73328	0.0
ENST00000530245.5	33.2957	23.7784	96.0989	1.23217	0.0	2.43719	1.14854	10.0864	6.92907	64.7001	6.06427
ENST00000530257.5	98.8316	98.7172	408.576	386.781	64.4579	33.1347	57.5051	42.862	69.5051	180.923	119.556
ENST00000530275.3	4.0	32.2871	38.6224	41.0	5.0	8.0	5.18796	9.07306	22.1171	0.0	0.0
ENST00000530277.5	69.0176	61.4039	146.021	43.8653	14.5252	36.5546	28.1266	37.3136	0.0	22.0323	63.9263
ENST00000530296.6	113.444	32.4351	161.021	141.267	38.1359	34.7934	30.4034	6.06458	16.3474	125.224	3.00145
ENST00000530304.5	763.987	558.757	1911.24	1222.47	346.661	300.356	259.468	219.606	418.551	47.9279	124.809
ENST00000530349.2	76.4937	0.0	0.0	127.62	24.6835	10.7595	14.0253	14.3671	61.6835	0.0	159.0
ENST00000530398.1	630.663	785.087	1314.21	1037.22	422.067	647.58	526.898	221.83	163.55	2374.36	1927.34
ENST00000530401.5	64.3487	38.3979	263.411	125.515	14.2936	18.0815	11.8129	12.1159	32.4482	104.906	132.422
ENST00000530414.5	124.7	43.4696	193.024	322.188	67.1436	16.6207	41.8634	17.1751	49.5215	3.09141	4.01092
ENST00000530429.5	179.408	774.865	3678.2	1821.33	268.886	446.189	377.015	171.959	433.441	0.0	0.0
ENST00000530445.6	298.525	176.39	1511.62	643.623	85.285	91.8031	192.588	82.1223	126.624	153.337	152.386
ENST00000530496.6	7.91999	15.0972	100.888	37.5395	5.14658	5.46404	7.86259	3.29659	14.4867	7.50095	4.47033
ENST00000530522.1	0.0	0.0	80.5062	52.0	0.0	0.0	0.0	0.0992583	23.8409	5.93168	0.0
ENST00000530527.5	22.188	12.6093	6.95043	29.3769	1.79961	10.3616	0.0	11.5152	5.54117	1.96565	0.0
ENST00000530529.5	5.04256	27.8919	32.5448	27.9764	7.46749	7.63806	14.6897	6.13864	3.50647	26.0372	1.04559
ENST00000530562.5	38.3864	8.8987	146.609	85.6044	9.79434	13.8079	15.3311	16.4616	13.068	19.0257	0.0
ENST00000530563.1	13.3874	0.0	30.3984	47.8261	5.19827	5.42272	0.198272	0.0	0.0	0.0	0.0
ENST00000530587.6	0.0	25.561	0.0	344.553	2.64076e-08	0.0	0.253789	0.0	1.68818e-08	67.7692	0.0
ENST00000530617.5	507.425	278.889	1723.25	2304.95	253.11	186.555	244.16	52.6349	174.916	100.882	466.311
ENST00000530639.6	101.0	53.0	235.0	272.0	22.0	79.0	50.0	50.0	72.0	115.0	148.0
ENST00000530660.5	216.758	0.0	268.591	570.167	80.1061	30.8257	58.5105	23.5606	84.8182	56.5455	1206.3
ENST00000530673.1	114.787	53.0197	104.149	110.348	11.4596	6.47409	22.3974	21.1299	27.6657	91.7288	0.0
ENST00000530678.1	17.1026	4.41479	42.3176	62.8047	22.0002	20.0414	16.1217	9.0	16.3376	0.0	109.377
ENST00000530705.6	1181.36	758.695	4643.93	854.146	256.071	515.789	209.299	231.084	151.19	5965.13	3177.52
ENST00000530712.6	10.0962	0.0	76.0	18.0	9.0	9.0	3.0	9.0	10.0	0.0	0.0
ENST00000530731.5	152.566	128.582	456.816	345.895	84.0971	121.105	98.6861	67.6574	128.083	407.907	183.976
ENST00000530742.5	80.0559	0.0	0.0	586.51	13.8006	9.37336	60.5434	76.2368	3.19173	0.0	0.0
ENST00000530758.2	439.0	393.0	841.0	1201.0	182.0	187.0	148.0	184.0	109.0	859.0	865.0
ENST00000530762.1	8.21439	9.33428	26.1576	11.36	0.0	16.1062	12.3854	5.52288	9.12761	0.0	0.0
ENST00000530782.5	39.2142	66.4465	105.333	243.287	60.1361	16.8295	37.94	4.87451	29.9155	49.2186	0.0
ENST00000530790.5	8.02136	1.00213	106.506	25.2651	11.0863	0.110355	2.78437	0.0	1.07866	0.0	0.0
ENST00000530801.6	18.0	0.0	34.0	50.0	7.0	4.0	13.0	0.0	8.54786	41.0	12.0
ENST00000530818.1	9.00229	18.749	88.585	114.902	20.1373	12.2719	13.083	29.4965	39.3877	0.0	0.0
ENST00000530820.5	7.14839	15.2026	20.7438	10.1651	0.0	0.0	8.09143	0.0	3.63467	0.0	0.0
ENST00000530840.5	21.5693	1.21568	51.0308	33.1191	7.10005	14.1915	2.40019	6.82779	5.18226	11.4316	2.35159
ENST00000530849.1	138.087	65.9275	325.998	636.209	53.4044	49.8166	43.9669	53.9408	40.2034	22.3843	6.96579
ENST00000530907.5	0.0	26.5898	79.9218	0.0	14.7969	0.0	3.58525	0.0	0.0	0.0	90.0
ENST00000530909.1	14.8299	18.6029	80.9432	77.7128	3.15253	13.5932	11.7487	7.33457	15.1236	45.0	34.0
ENST00000530927.5	0.0	1.0	10.0	37.0	2.0	0.0	4.0	1.0	0.0	20.0	0.0
ENST00000530958.5	97.9018	0.0	3.50362e-05	0.0	18.4752	11.564	75.3148	33.5369	0.0	60.1681	75.5674
ENST00000530996.5	83.0	49.0	81.059	65.4349	13.0	0.0	0.0	15.8357	0.0	47.0	72.0
ENST00000530997.7	805.557	411.949	3278.43	1412.41	159.683	307.025	183.771	166.387	242.349	594.715	0.000980158
ENST00000531026.5	452.199	307.109	1016.04	701.222	152.174	176.431	201.548	134.064	218.418	228.921	316.822
ENST00000531074.1	149.032	95.1641	192.455	0.0	17.2082	53.637	52.8311	23.546	39.0425	80.6406	0.0
ENST00000531101.5	0.0	0.0	0.0	73.8924	19.5428	0.0	6.23663e-05	7.3864	0.0	25.2748	0.0
ENST00000531115.5	0.0	14.8268	43.9628	78.9894	0.0	0.0	5.19731	1.09574	0.0	0.0	0.0
ENST00000531120.6	277.183	146.126	749.25	545.648	103.187	78.403	95.1876	73.2151	89.9107	291.418	76.3199
ENST00000531147.1	0.0	37.5941	69.5153	0.0	18.7991	19.1728	0.0	18.5776	9.95471	0.0	0.0
ENST00000531148.5	21.086	24.7297	0.0	96.7297	16.3648	8.91212	0.0	7.25893	5.08229e-07	176.304	46.0
ENST00000531159.6	0.0	0.0	0.00347069	0.0	0.0	11.6089	57.6648	0.00316252	0.0	0.0	111.693
ENST00000531188.6	37.0069	15.3511	76.6352	57.4993	14.481	14.481	4.82699	11.567	7.14165	36.6218	0.0
ENST00000531206.5	0.0	46.2096	0.0	55.0568	1.14232e-05	11.2224	34.1952	2.32492	12.7324	0.0	0.0
ENST00000531224.6	375.034	304.685	1658.71	286.219	95.3191	215.828	1.96484	95.5985	107.719	1341.83	2225.25
ENST00000531225.1	30.0	19.0	77.0	42.0	13.0	17.0	15.0	0.0	7.0	14.0	28.0
ENST00000531243.2	219.615	194.352	445.77	438.803	88.1475	118.336	109.238	50.2459	118.418	459.418	125.344
ENST00000531286.5	0.0	3.0	30.0	0.0	0.0	2.0	3.0	4.0	2.0	11.0	76.0
ENST00000531287.5	0.0	71.4659	0.0	18.7912	17.5956	0.0	10.8554	18.2902	26.3605	45.2561	60.0342
ENST00000531289.5	158.637	187.611	944.624	260.056	263.933	258.425	192.438	78.3582	22.3669	58.3727	0.0
ENST00000531329.6	0.0	60.8056	0.0	18.592	0.0	0.0	0.0	8.51074	25.8721	188.264	114.594
ENST00000531380.2	60.1752	51.7228	381.79	253.252	20.8318	34.7733	43.5624	27.4933	23.9111	0.0	1.00347
ENST00000531383.5	4.55639	17.9116	5.60108	11.1733	0.0	6.98344	7.22988	3.24786	3.39161	17.6049	16.9381
ENST00000531384.1	17.0	23.0	71.745	30.4169	20.2845	10.0851	3.33623	16.0536	6.78806	29.0	3.0
ENST00000531404.1	3.93995	46.5813	131.533	78.0483	11.5582	13.0259	8.54861	13.0335	15.4907	3.98835	11.1548
ENST00000531427.5	0.0227804	0.0	0.0	132.454	0.0	0.0	50.5282	0.0	3.79323	24.0359	0.0
ENST00000531482.2	13.0	0.0	0.0	29.0	0.0	5.0	5.0	6.0	14.0	35.0	0.0
ENST00000531500.5	82.6452	61.3953	255.218	218.407	25.5003	47.2754	51.6485	12.7854	47.0418	44.4991	8.74632
ENST00000531525.3	26.8344	20.5807	48.1415	0.0	0.0	20.1014	0.0	7.88946	0.0	34.4324	12.3294
ENST00000531611.5	0.0	0.0	0.0	65.9405	0.0	0.0	0.0	0.0	0.0	43.0947	63.5481
ENST00000531619.1	16.3361	6.0	9.50864	11.2276	9.75126	5.0	6.97978	5.0	6.0	0.0	31.8644
