gene	mean_log2_TPM_plus1_AC	mean_log2_TPM_plus1_TOL	delta_log2_TPM_plus1_TOL_minus_AC	welch_t_TOL_vs_AC	welch_p_value	rank_metric	FDR
GPR78	1.1775879959265392	1.7813873663544655	0.6037993704279263	0.8925399032914936	0.39852004291566906	0.8925399032914936	1.0
BRD3	4.7587584257125854	5.297730803489685	0.5389723777770996	0.8919883889692807	0.39844110565336355	0.8919883889692807	1.0
FFAR4	2.7633099953333535	3.1526846885681152	0.3893746932347617	0.8919474082851049	0.3985718089253977	0.8919474082851049	1.0
CPNE4	0.04892412821451823	0.18485070392489433	0.1359265757103761	0.8918368551829697	0.4266793219012409	0.8918368551829697	1.0
CTBP1	3.7867277463277182	4.143463969230652	0.3567362229029336	0.891822386016127	0.4058763977752597	0.891822386016127	1.0
TAF7L	0.6530385216077169	1.1568840146064758	0.5038454929987589	0.8916373051999966	0.4081775559290691	0.8916373051999966	1.0
ARSG	3.3284350633621216	3.6178303956985474	0.2893953323364258	0.8912913618963118	0.40304222028911246	0.8912913618963118	1.0
ZBTB18	3.8530412912368774	4.459586977958679	0.6065456867218018	0.891253582756567	0.40017066059548984	0.891253582756567	1.0
ZPBP2	0.13370604688922563	0.36893172562122345	0.23522567873199782	0.8910716718351265	0.4166529930041384	0.8910716718351265	1.0
ZNF765	3.052548905213674	3.498076617717743	0.44552771250406886	0.8910461720258727	0.3997666559500311	0.8910461720258727	1.0
FCGBP	0.05598770019908746	0.10978329554200172	0.05379559534291426	0.8909237773418757	0.39904545234556216	0.8909237773418757	1.0
TMC7	2.0831696589787803	2.6486280262470245	0.5654583672682443	0.8909221090815467	0.39897733785080236	0.8909221090815467	1.0
CSRP1	0.9257576862970988	1.3708146810531616	0.44505699475606286	0.8908302639872449	0.40891956468689916	0.8908302639872449	1.0
BAG4	3.975861688454946	4.620156288146973	0.6442945996920266	0.8907917847435747	0.40055497860133565	0.8907917847435747	1.0
PLAT	0.116672582924366	0.29368405044078827	0.17701146751642227	0.8907882383641786	0.4200673431142255	0.8907882383641786	1.0
YWHAE	6.5722425778706866	7.115486741065979	0.5432441631952925	0.8907472616256525	0.4271523872096088	0.8907472616256525	1.0
GSTA2	0.1526975929737091	0.3880438357591629	0.2353462427854538	0.8907429192148911	0.4141800836717545	0.8907429192148911	1.0
PLXNB2	1.0445534785588582	1.3723004013299942	0.32774692277113604	0.8906829370340141	0.3996255312488128	0.8906829370340141	1.0
OR10K2	1.3333515574534733	1.692258358001709	0.35890680054823565	0.8904198488077921	0.39929525446871156	0.8904198488077921	1.0
MGAT5B	0.005783066153526306	0.055199820548295975	0.04941675439476967	0.8903610365797676	0.4375781200724515	0.8903610365797676	1.0
SNW1	5.653455813725789	6.027584910392761	0.37412909666697214	0.8902357247163851	0.4171618094191072	0.8902357247163851	1.0
KLHL2	4.304255108038585	5.093869984149933	0.7896148761113482	0.8901095731523702	0.400194251328951	0.8901095731523702	1.0
MTR	3.361506700515747	3.8527567982673645	0.49125009775161743	0.8901000568142449	0.4039411949726437	0.8901000568142449	1.0
GRSF1	4.57362961769104	4.912422180175781	0.3387925624847412	0.8900979787345024	0.4157796189809715	0.8900979787345024	1.0
NETO1	0.012192451705535253	0.11606956273317337	0.10387711102763812	0.8900585293617437	0.4377109877699974	0.8900585293617437	1.0
OR52A1	0.7880717230339845	1.0998586267232895	0.31178690368930495	0.8900416085678157	0.4008650588647691	0.8900416085678157	1.0
ST3GAL6	2.7478578377305447	3.6061755418777466	0.8583177041472019	0.8900062522028748	0.40792223306730224	0.8900062522028748	1.0
FRMD8	3.600545326868693	4.0524861216545105	0.4519407947858176	0.8899270304594825	0.4062882969087676	0.8899270304594825	1.0
RAB39A	1.2948980331420898	1.7798106372356415	0.48491260409355164	0.8894611369940099	0.3999752116459759	0.8894611369940099	1.0
TOX2	0.5230184458196163	1.0968238711357117	0.5738054253160954	0.8894508540355965	0.4106514353496089	0.8894508540355965	1.0
NAV3	0.7613645046949387	1.2946469895541668	0.5332824848592281	0.8886803165939279	0.4057141615710516	0.8886803165939279	1.0
HOOK1	1.6421595066785812	2.259979695081711	0.6178201884031296	0.8884697459846459	0.40022399951305976	0.8884697459846459	1.0
ZC3H7B	1.930953840414683	2.284377843141556	0.3534240027268727	0.8883134127842918	0.4002951710866071	0.8883134127842918	1.0
GRHPR	2.499554971853892	3.086545169353485	0.5869901974995932	0.8881637467156133	0.4031540993592908	0.8881637467156133	1.0
BMPR1A	1.9281788716713588	2.4886416494846344	0.5604627778132756	0.8879667321775733	0.40087919462342503	0.8879667321775733	1.0
LILRB2	6.977100690205892	7.38955283164978	0.41245214144388864	0.8878215633328643	0.40385474958900447	0.8878215633328643	1.0
CLEC17A	4.779809345801671	5.66879415512085	0.8889848093191786	0.8877020271168014	0.4087890439720092	0.8877020271168014	1.0
ATL2	3.921767473220825	4.312828779220581	0.39106130599975586	0.8876261495079116	0.40090907199296605	0.8876261495079116	1.0
CYBRD1	2.2804208000501	3.0039389729499817	0.7235181728998819	0.8874275741059452	0.40565463399057977	0.8874275741059452	1.0
PSMG2	2.8633307218551636	3.6742460131645203	0.8109152913093567	0.8873834375460595	0.4021477525985885	0.8873834375460595	1.0
NBPF11	2.3027093211809793	2.9071505963802338	0.6044412751992545	0.8871466702041706	0.4008844185992314	0.8871466702041706	1.0
DNAJC5G	2.464394857486089	3.077971488237381	0.6135766307512918	0.8870626148598119	0.4032912596878878	0.8870626148598119	1.0
JMJD8	5.226425250371297	5.592210650444031	0.36578540007273386	0.8870057212508727	0.4202737789664348	0.8870057212508727	1.0
TAOK1	4.684502760569255	5.257946014404297	0.573443253835042	0.8869676291416161	0.4145221473538147	0.8869676291416161	1.0
ZG16B	0.038383779426415764	0.35446786880493164	0.3160840893785159	0.8865318710193226	0.4392621023407344	0.8865318710193226	1.0
NOC2L	0.2543750156958898	0.48488951846957207	0.2305145027736823	0.886369642424354	0.4190130169796049	0.886369642424354	1.0
COL19A1	0.641054538389047	1.5199387446045876	0.8788842062155405	0.8860712488901935	0.43727547191039395	0.8860712488901935	1.0
GCSAML	1.2824211219946544	1.6988932639360428	0.4164721419413884	0.885865498629851	0.40426612981768756	0.885865498629851	1.0
USP28	3.069058875242869	3.6207244396209717	0.5516655643781028	0.8856937082088556	0.401624015725863	0.8856937082088556	1.0
RAB8A	6.352696816126506	6.8010841608047485	0.4483873446782427	0.8856453147948558	0.41558750722381604	0.8856453147948558	1.0
APOBR	2.974012682835261	3.726958155632019	0.7529454727967582	0.8855748978233687	0.4038072786976659	0.8855748978233687	1.0
TXNRD3	0.11659179131189983	0.3680103123188019	0.25141852100690204	0.8850549554230657	0.42353019495518973	0.8850549554230657	1.0
PUF60	2.473378300666809	3.101079821586609	0.6277015209197998	0.8848674963697568	0.4024891659333265	0.8848674963697568	1.0
BEX4	2.4503559867540994	2.9004829823970795	0.4501269956429801	0.8847918805439032	0.4037170174419585	0.8847918805439032	1.0
TACSTD2	0.012262110908826193	0.11151165515184402	0.09924954424301784	0.8847046541831523	0.44006731413908384	0.8847046541831523	1.0
MEGF8	1.0850112438201904	1.6250167042016983	0.5400054603815079	0.8843646295511518	0.4023137260555529	0.8843646295511518	1.0
ANKRD39	0.48263535896937054	1.1005430966615677	0.6179077376921971	0.8842363058439434	0.4262571009975678	0.8842363058439434	1.0
SNRNP200	4.0221478541692095	4.486021161079407	0.46387330691019724	0.8841540026862336	0.4079664863695429	0.8841540026862336	1.0
TMEM233	0.9249715929230055	1.4467760920524597	0.5218044991294543	0.8838884764724447	0.40755298811681934	0.8838884764724447	1.0
SNIP1	2.8049460649490356	3.20098477602005	0.3960387110710144	0.8838315750140135	0.40385931963826105	0.8838315750140135	1.0
ZNF101	4.642874638239543	5.037047028541565	0.394172390302022	0.8836627253563355	0.4032934298974897	0.8836627253563355	1.0
COL4A2	1.7318215469519298	2.118412584066391	0.3865910371144612	0.8835082842947896	0.406964861390268	0.8835082842947896	1.0
DERPC	0.10377027839422226	0.29862845689058304	0.19485817849636078	0.8833972532947671	0.42453963313982157	0.8833972532947671	1.0
TENT4A	1.0099355081717174	1.3387952148914337	0.3288597067197163	0.8833438559359523	0.4075256513802342	0.8833438559359523	1.0
NDUFA12	5.889395475387573	6.18436872959137	0.2949732542037964	0.8831382237065967	0.41682421993827445	0.8831382237065967	1.0
LIN54	1.7047301232814789	2.20134499669075	0.49661487340927124	0.883034708330415	0.4051056951843299	0.883034708330415	1.0
PLA2G2C	2.1221230973800025	2.7044875025749207	0.5823644051949182	0.8829937014498017	0.40322980327407415	0.8829937014498017	1.0
TRPT1	5.110141674677531	5.502055883407593	0.39191420873006155	0.8829918428388329	0.4031514586930464	0.8829918428388329	1.0
TVP23B	0.5084696660439173	0.9880782216787338	0.4796085556348165	0.8829175296339508	0.42625278833779806	0.8829175296339508	1.0
KLHL23	0.7726070508360863	1.298823520541191	0.5262164697051048	0.8827863847862875	0.4095177148221875	0.8827863847862875	1.0
TMEM269	1.661548634370168	2.0440323054790497	0.3824836711088817	0.8827631921353437	0.40707287269251297	0.8827631921353437	1.0
ZNF776	1.8130387912193935	2.4512736052274704	0.6382348140080769	0.882726715991818	0.409771622184723	0.882726715991818	1.0
PHB2	0.18377411365509033	0.5220004022121429	0.3382262885570526	0.8826347510122862	0.41941213987611714	0.8826347510122862	1.0
FAF1	2.753540297349294	3.234232783317566	0.48069248596827174	0.8821030456573241	0.40347459753085296	0.8821030456573241	1.0
SLC2A5	2.6573795874913535	3.128271698951721	0.4708921114603677	0.882053162803287	0.4034773830332339	0.882053162803287	1.0
KIF9	0.6387188533941904	1.3787901997566223	0.7400713463624319	0.8819442188368524	0.40584703246456355	0.8819442188368524	1.0
MCM6	1.894110898176829	2.437970519065857	0.5438596208890278	0.8818848418231839	0.4116598443674245	0.8818848418231839	1.0
MIEF1	3.456751505533854	3.9788302779197693	0.5220787723859153	0.8817539803367338	0.4044931379445936	0.8817539803367338	1.0
CSDC2	0.015695081402858097	0.13923168182373047	0.12353660042087238	0.8816894023961763	0.4413984125286906	0.8816894023961763	1.0
TTC8	1.234220286210378	1.6614176630973816	0.42719737688700365	0.8816582930324004	0.40632213033862563	0.8816582930324004	1.0
SHISAL1	0.5655474116404852	0.7726176381111145	0.20707022647062934	0.8815032625054441	0.40448151792955445	0.8815032625054441	1.0
PSMC5	2.04426646232605	2.922276109457016	0.8780096471309662	0.8814900874226869	0.404369361172374	0.8814900874226869	1.0
CHD3	6.4634387493133545	6.960095286369324	0.49665653705596924	0.8813256914758698	0.4185467901696183	0.8813256914758698	1.0
PSMD14	3.386682868003845	3.7747294902801514	0.38804662227630615	0.8812424577598154	0.4045075374988519	0.8812424577598154	1.0
RBCK1	5.440210024515788	5.862089395523071	0.42187937100728323	0.8811147574752904	0.4099486734703917	0.8811147574752904	1.0
NR2C1	2.5770432551701865	3.0203465819358826	0.44330332676569606	0.8811144002891658	0.4078966662873643	0.8811144002891658	1.0
GTPBP3	2.851446454723676	3.465505599975586	0.6140591452519097	0.8809743931420776	0.4044640395837333	0.8809743931420776	1.0
SEC14L4	1.8049343278010685	2.4206341803073883	0.6156998525063198	0.8809049591187139	0.40613613947586097	0.8809049591187139	1.0
WDR1	3.4283696015675864	4.333555817604065	0.9051862160364785	0.880706914749109	0.4044910565399605	0.880706914749109	1.0
AQR	3.1792420943578086	3.5539019107818604	0.3746598164240518	0.8806278661527716	0.4207370504832774	0.8806278661527716	1.0
WDR77	3.0477426449457803	3.420915186405182	0.3731725414594016	0.8805716941754576	0.40874620673387596	0.8805716941754576	1.0
AOPEP	0.2649212181568146	0.5109145641326904	0.24599334597587585	0.8802207345714083	0.4044825968425672	0.8802207345714083	1.0
SCN8A	0.9189506570498148	1.3045552968978882	0.38560463984807336	0.8801651289956305	0.40858860116207374	0.8801651289956305	1.0
ZC3H6	3.528400421142578	3.9339089393615723	0.40550851821899414	0.880032448913	0.4160948929910413	0.880032448913	1.0
PSMD8	6.23767630259196	6.487284183502197	0.24960788091023733	0.879505267778909	0.41524203075503574	0.879505267778909	1.0
SZRD1	4.097862561543782	4.355006396770477	0.25714383522669504	0.8786959465115474	0.41068367773680753	0.8786959465115474	1.0
MAN1C1	2.053283214569092	2.541637122631073	0.4883539080619812	0.8785955516739318	0.4055528190192476	0.8785955516739318	1.0
KHDC4	2.130724703272184	2.6141896843910217	0.48346498111883784	0.8783934525170572	0.40949635268946066	0.8783934525170572	1.0
ZNF473	0.6283249060312907	0.8340272158384323	0.20570230980714166	0.8781031390382312	0.41210485200126434	0.8781031390382312	1.0
WNT5B	0.28919131060441333	0.5178908184170723	0.22869950781265896	0.8780477030280498	0.41308511773791845	0.8780477030280498	1.0
PCDH9	1.7145182887713115	2.099129766225815	0.3846114774545033	0.8779632890613351	0.4277691505779199	0.8779632890613351	1.0
SLFN5	4.482046842575073	4.826052486896515	0.34400564432144165	0.8777430115866083	0.41743127618357356	0.8777430115866083	1.0
TTC23L	1.1574400464693706	1.6258648484945297	0.4684248020251591	0.8776014276687291	0.40762973168644595	0.8776014276687291	1.0
DNAJC25	0.3224760790665944	0.7945584058761597	0.47208232680956524	0.8775696178851223	0.4266767916528696	0.8775696178851223	1.0
RIPOR2	9.839299440383911	10.581151485443115	0.7418520450592041	0.8775541945862587	0.4070739742321082	0.8775541945862587	1.0
C2	1.7564619779586792	2.1993065774440765	0.44284459948539734	0.87741598133629	0.4093623464020993	0.87741598133629	1.0
ALDH1L2	0.5944292104492584	1.0389377549290657	0.44450854447980725	0.8772216023554062	0.4328261107538509	0.8772216023554062	1.0
MYPOP	1.1560983161131542	1.5384972393512726	0.3823989232381184	0.876953151551006	0.4163400831325974	0.876953151551006	1.0
CCPG1	6.968264897664388	7.452680230140686	0.4844153324762983	0.8767083430871969	0.40674063909408864	0.8767083430871969	1.0
CSTL1	0.08424672484397888	0.716880738735199	0.6326340138912201	0.8764501399770063	0.44371835716198116	0.8764501399770063	1.0
TMEM115	1.1813616355260212	1.8175410628318787	0.6361794273058574	0.8763687188915814	0.418078742700789	0.8763687188915814	1.0
RNF223	2.144855260848999	2.8837279081344604	0.7388726472854614	0.875925588086854	0.4087908386675123	0.875925588086854	1.0
MRO	1.1465838253498077	1.6462564915418625	0.49967266619205475	0.8758376570494367	0.4086146330493227	0.8758376570494367	1.0
SEC61A2	1.5708170843621094	2.122822344303131	0.5520052599410217	0.8756779266999604	0.40725250231285587	0.8756779266999604	1.0
TBC1D4	3.08423646291097	3.5004807710647583	0.4162443081537881	0.8756567800329541	0.40881993685093043	0.8756567800329541	1.0
PCOLCE	0.06973952054977417	0.2714621536433697	0.2017226330935955	0.8753942412155996	0.43567805593722647	0.8753942412155996	1.0
EPHA2	0.006717545911669731	0.05665827915072441	0.04994073323905468	0.8753068716617196	0.44422579939227597	0.8753068716617196	1.0
CCDC65	0.5132250686486562	0.8899416700005531	0.3767166013518969	0.8751484660048652	0.41201522016647024	0.8751484660048652	1.0
MANSC1	3.921631654103597	4.562856018543243	0.6412243644396463	0.8749514779042485	0.4101301165436219	0.8749514779042485	1.0
SEC62	7.073176940282186	7.31749153137207	0.24431459108988474	0.8747976662237889	0.4080372990820146	0.8747976662237889	1.0
UFSP1	0.16098977128664652	0.41276414692401886	0.25177437563737237	0.8747531973781532	0.4173316032393902	0.8747531973781532	1.0
FAM81B	0.06259666383266449	0.5252562165260315	0.462659552693367	0.874637367508233	0.44452316223717164	0.874637367508233	1.0
AGMO	1.973627295345068	2.8088780641555786	0.8352507688105106	0.8746053216721611	0.4161872844741077	0.8746053216721611	1.0
PZP	0.2866177260875702	0.5165613740682602	0.22994364798069	0.8745561852705204	0.40791970848735415	0.8745561852705204	1.0
SEC23B	4.019115289052327	4.4152058362960815	0.39609054724375437	0.8740681863799215	0.41508040229952503	0.8740681863799215	1.0
VPS35L	3.340472102165222	3.7106327414512634	0.37016063928604126	0.8740622636043534	0.41019395242075957	0.8740622636043534	1.0
MMAB	2.4926639795303345	2.8297597467899323	0.3370957672595978	0.8738910836480329	0.41230568760342173	0.8738910836480329	1.0
ARHGEF1	1.4607685208320618	2.013442263007164	0.5526737421751022	0.8737176847538183	0.40836754776369927	0.8737176847538183	1.0
ZMAT1	4.8641055425008135	5.291158318519592	0.4270527760187788	0.8734553829534759	0.4144270622684845	0.8734553829534759	1.0
TOGARAM1	0.3722773293654124	0.9293633997440338	0.5570860703786213	0.8732778499311208	0.4301328245735169	0.8732778499311208	1.0
NOS1	2.082461873690287	2.40819451212883	0.32573263843854283	0.8730352347391885	0.4091944159796186	0.8730352347391885	1.0
TRIM60	0.1757120576997598	0.5325649082660675	0.35685285056630767	0.8729640321344849	0.43087772330773555	0.8729640321344849	1.0
RIBC2	0.17021936178207397	0.519708514213562	0.34948915243148804	0.8725742167519254	0.4285026239458261	0.8725742167519254	1.0
RFC4	1.6814340750376384	2.5307815968990326	0.8493475218613942	0.8722855635985879	0.4104535226501189	0.8722855635985879	1.0
NIN	4.738575180371602	5.346816062927246	0.608240882555644	0.8722393901286003	0.41813101055404395	0.8722393901286003	1.0
RSAD2	3.030118942260742	3.922855854034424	0.8927369117736816	0.8719881281736961	0.432116127393944	0.8719881281736961	1.0
QTRT1	0.07263747851053874	0.5970481038093567	0.524410625298818	0.8719099419342973	0.4457361088849229	0.8719099419342973	1.0
SULT1A3	4.484101057052612	4.753140330314636	0.2690392732620239	0.8718431911075007	0.42223126210482287	0.8718431911075007	1.0
ANKK1	0.010606853912274042	0.08704905211925507	0.07644219820698102	0.8717034968505418	0.4458280213800002	0.8717034968505418	1.0
UBTD2	0.5553337056189775	1.0130549222230911	0.4577212166041136	0.8715556141811843	0.4181624142418685	0.8715556141811843	1.0
ABRAXAS2	2.7300110260645547	3.1511762142181396	0.42116518815358495	0.8714652453032808	0.40905159993396917	0.8714652453032808	1.0
NMNAT2	0.16133222728967667	0.2942192144691944	0.13288698717951775	0.8714304817344969	0.41627709949299513	0.8714304817344969	1.0
C6orf52	0.25055472056070965	0.6447003185749054	0.39414559801419574	0.8712434483481988	0.41948441505201267	0.8712434483481988	1.0
JAKMIP1	2.035407612721125	2.5663467347621918	0.5309391220410666	0.8711724213930105	0.41970499721146004	0.8711724213930105	1.0
RALBP1	9.390188376108805	9.744777202606201	0.3545888264973964	0.8709251843089334	0.40975548212023194	0.8709251843089334	1.0
C2orf42	0.6659774084885915	1.041153036057949	0.3751756275693575	0.870893361808781	0.40918599804516337	0.870893361808781	1.0
GPR107	1.6063882807890575	1.8792625665664673	0.2728742857774098	0.8708205306408344	0.41657653998387384	0.8708205306408344	1.0
DISP2	2.2165322055419288	2.7082537710666656	0.4917215655247369	0.8703584253251383	0.4097794963679956	0.8703584253251383	1.0
EFCAB11	2.971371908982595	3.463735818862915	0.4923639098803201	0.8700987599718495	0.4132874775659993	0.8700987599718495	1.0
CDC42BPB	1.224281017978986	1.7188765555620193	0.4945955375830333	0.870009059495254	0.4124484048982677	0.870009059495254	1.0
LLCFC1	0.22077584266662598	0.5626832842826843	0.34190744161605835	0.8699914448014229	0.41954714832200934	0.8699914448014229	1.0
TRAPPC4	5.643384734789531	6.1546396017074585	0.5112548669179278	0.869962817080021	0.41388989084492694	0.869962817080021	1.0
MTCH2	4.4437218109766645	4.801289081573486	0.3575672705968218	0.8693816493272243	0.4185168927151543	0.8693816493272243	1.0
ARHGAP25	6.04866639773051	6.5711846351623535	0.5225182374318438	0.869128161016124	0.4261166672607006	0.869128161016124	1.0
DIPK1A	1.2583157122135162	1.952482134103775	0.6941664218902588	0.8691026819914636	0.43394066491486216	0.8691026819914636	1.0
MMP25	4.790217836697896	5.381070494651794	0.5908526579538984	0.869008218487223	0.415596873277158	0.869008218487223	1.0
B3GAT3	2.868275354305903	3.464244544506073	0.59596919020017	0.8689488505806559	0.41103711354783384	0.8689488505806559	1.0
SEC61A1	0.3934772660334905	0.7686439082026482	0.3751666421691577	0.86879419445773	0.42667035833113093	0.86879419445773	1.0
PRRT1	0.4968428711096446	0.8445532023906708	0.3477103312810262	0.8686782314059748	0.4146118159855382	0.8686782314059748	1.0
DELE1	3.531225005785624	3.9106132984161377	0.37938829263051366	0.8684600100407541	0.4111090635205307	0.8684600100407541	1.0
ISG15	4.510936101277669	5.347925901412964	0.8369898001352949	0.8681262802841453	0.4155868407411672	0.8681262802841453	1.0
C15orf39	3.992972175280253	4.611451745033264	0.6184795697530112	0.8680197145020194	0.4119981215171706	0.8680197145020194	1.0
BTD	4.044127106666565	4.754961311817169	0.7108342051506042	0.8678639103427331	0.41117589620148637	0.8678639103427331	1.0
WTIP	2.20235605041186	2.547409772872925	0.3450537224610648	0.8678335111159668	0.4124803685483966	0.8678335111159668	1.0
TAF8	4.937601327896118	5.475322842597961	0.5377215147018433	0.8677038048464615	0.4264983866553349	0.8677038048464615	1.0
MDGA1	0.0008071036718320101	0.0022792064264649525	0.0014721027546329424	0.8676401516885675	0.44330005502714565	0.8676401516885675	1.0
SNRPD3	4.826776504516602	5.1302649974823	0.30348849296569824	0.8674807467080549	0.4126849694791949	0.8674807467080549	1.0
LRRC51	5.799951632817586	6.115514397621155	0.3155627648035688	0.8674321249363857	0.41260851440497054	0.8674321249363857	1.0
WDR31	3.0615519285202026	3.5978866815567017	0.536334753036499	0.8674196481963194	0.41227252442839163	0.8674196481963194	1.0
GHDC	2.3805514127016068	2.9863607585430145	0.6058093458414078	0.8673433375644248	0.412512658519886	0.8673433375644248	1.0
OSTM1	4.036442160606384	4.494948863983154	0.45850670337677	0.8671333536109501	0.4127025830931428	0.8671333536109501	1.0
TRIM4	6.239787896474202	6.871720314025879	0.6319324175516767	0.8670907115513633	0.4208420719638718	0.8670907115513633	1.0
SEPTIN4	0.47782691319783527	1.052366629242897	0.5745397160450618	0.8669293608128198	0.41238032949374437	0.8669293608128198	1.0
CRNKL1	3.672780911127726	4.114589035511017	0.44180812438329076	0.866702297276104	0.4140228416892618	0.866702297276104	1.0
XPA	4.596374710400899	5.061644792556763	0.46527008215586374	0.8666848145558679	0.41140768686748935	0.8666848145558679	1.0
TAL1	4.0497467915217085	4.431178331375122	0.3814315398534136	0.8664379170916391	0.41407696345281936	0.8664379170916391	1.0
BARX2	0.014515163997809092	0.1144915521144867	0.0999763881166776	0.8662864945821392	0.4482449248351462	0.8662864945821392	1.0
SSX2	0.01809854929645856	0.14260698854923248	0.12450843925277393	0.8661404633281566	0.44831021846080527	0.8661404633281566	1.0
RGPD1	0.782178408941642	1.2901201993227005	0.5079417903810585	0.8659683143617634	0.4125491540416648	0.8659683143617634	1.0
SCYL2	4.136513551076253	4.635775506496429	0.4992619554201765	0.8653317350740973	0.4182084834942375	0.8653317350740973	1.0
HYPK	4.842001279195149	5.168622732162476	0.32662145296732614	0.8651502340476026	0.4161400034213992	0.8651502340476026	1.0
CSRNP1	1.1278380850950878	1.4667182564735413	0.3388801713784535	0.8650657424382378	0.4122317950243186	0.8650657424382378	1.0
CALM1	10.831655025482178	11.272153854370117	0.44049882888793945	0.8648483962003561	0.42012888547802	0.8648483962003561	1.0
IL1R1	2.09697026014328	2.423693150281906	0.3267228901386261	0.8647637196180206	0.4172717623786619	0.8647637196180206	1.0
ZNF460	0.6610576311747233	0.8760642856359482	0.2150066544612249	0.8644581492194503	0.41257909283029126	0.8644581492194503	1.0
WBP4	4.676126718521118	5.078771650791168	0.40264493227005005	0.8641844537086495	0.4230565184251745	0.8641844537086495	1.0
SLC5A12	0.24337436258792877	0.4182294085621834	0.1748550459742546	0.8639301481832209	0.4129074607989198	0.8639301481832209	1.0
MRPL9	2.118708004554113	3.1178190112113953	0.9991110066572824	0.8639246655253753	0.4177276901659773	0.8639246655253753	1.0
PROC	0.9197626113891602	1.5397669076919556	0.6200042963027954	0.8636369451175715	0.42640672216312075	0.8636369451175715	1.0
PRR3	0.8040279348691305	1.3576071858406067	0.5535792509714762	0.8635699587801559	0.42761580249469733	0.8635699587801559	1.0
SBNO1	4.493483344713847	4.87580680847168	0.38232346375783255	0.8634237813635981	0.4183155343361121	0.8634237813635981	1.0
ELF1	7.214229981104533	7.720395565032959	0.5061655839284258	0.8634027530688106	0.4214058580910054	0.8634027530688106	1.0
TAPBP	6.21442190806071	6.6237815618515015	0.40935965379079153	0.863202726080258	0.4158684874298182	0.863202726080258	1.0
ITPRIPL2	2.856428643067678	3.2718839049339294	0.4154552618662515	0.863175500177766	0.41346638012316383	0.863175500177766	1.0
MTF1	3.411206324895223	3.9887266159057617	0.5775202910105386	0.8627373156111698	0.41489448124253847	0.8627373156111698	1.0
ANGPTL4	2.579080581665039	3.031045377254486	0.451964795589447	0.86246910066561	0.41353654901556874	0.86246910066561	1.0
LRRC8A	1.6421109636624653	2.0491800606250763	0.40706909696261095	0.8621694524350184	0.4182119065027681	0.8621694524350184	1.0
APOBEC3H	0.21457308530807495	0.5889178663492203	0.3743447810411453	0.8621624736382905	0.42843778821195505	0.8621624736382905	1.0
TNFRSF21	0.17823593070109686	0.309967290610075	0.13173135990897814	0.8618082721668772	0.4227118047246296	0.8618082721668772	1.0
ACKR1	0.9773794412612915	1.7760015428066254	0.7986221015453339	0.8617645449767297	0.4255845906662773	0.8617645449767297	1.0
NDUFB9	4.314911524454753	5.182401657104492	0.8674901326497393	0.8616281080384272	0.4218937831305459	0.8616281080384272	1.0
C6orf47	2.3834235668182373	2.7007805705070496	0.31735700368881226	0.861605632047683	0.4164606798303601	0.861605632047683	1.0
SYS1	4.397169311841329	4.681643962860107	0.2844746510187788	0.8615838828243844	0.42993840701657143	0.8615838828243844	1.0
CARD6	4.145292083422343	4.607219159603119	0.46192707618077566	0.8613484003169817	0.4184846483627597	0.8613484003169817	1.0
SCGB3A2	1.6647649606068928	2.749704897403717	1.0849399367968242	0.8612667770928699	0.4176897423434216	0.8612667770928699	1.0
SELP	0.559433122475942	0.9797810018062592	0.42034787933031714	0.8612567220172936	0.4263468778478685	0.8612567220172936	1.0
VPS13B	1.2922509423224255	1.6668038964271545	0.374552954104729	0.8611205668150668	0.4217518695491275	0.8611205668150668	1.0
NXPE3	3.6369297901789346	4.022162556648254	0.3852327664693198	0.8609061487361346	0.41559922950819483	0.8609061487361346	1.0
FBXO21	2.6548506816228232	3.001311779022217	0.34646109739939357	0.8608808535195805	0.42539626418510673	0.8608808535195805	1.0
SLC35A4	1.6595124701658885	1.9415709972381592	0.28205852707227064	0.8608751154776372	0.4166886646612304	0.8608751154776372	1.0
PRPF19	3.9585739374160767	4.457306623458862	0.49873268604278564	0.8607065320329836	0.44024643117636314	0.8607065320329836	1.0
SGSM2	0.7065511345863342	1.09598059207201	0.3894294574856758	0.8606785978584297	0.4179112979178389	0.8606785978584297	1.0
TK2	2.080711921056112	2.6837430596351624	0.6030311385790506	0.8605583366745105	0.42431054996702644	0.8605583366745105	1.0
AKR1C1	0.18712825079758963	0.45683611556887627	0.2697078647712866	0.8601965782789277	0.4427545746292876	0.8601965782789277	1.0
SH2D2A	1.627371072769165	2.26645565032959	0.6390845775604248	0.8601660792163479	0.4161697728693696	0.8601660792163479	1.0
RAB5C	3.380775511264801	4.157220244407654	0.7764447331428528	0.8601537153217484	0.4151043858662981	0.8601537153217484	1.0
UBFD1	0.62506436308225	0.8310894072055817	0.20602504412333167	0.8594780483279691	0.4152283656462944	0.8594780483279691	1.0
H2AZ2	6.811911106109619	7.1491804122924805	0.33726930618286133	0.8591185649439356	0.43055020962867924	0.8591185649439356	1.0
ZNF791	4.440624276796977	4.800574898719788	0.3599506219228106	0.858913739250856	0.4166937443631835	0.858913739250856	1.0
MZF1	0.9387587060530981	1.3279467672109604	0.3891880611578623	0.8588003880805872	0.4156783718154067	0.8588003880805872	1.0
TXNRD1	2.8799633979797363	3.657946765422821	0.7779833674430847	0.8584801006030592	0.41625858615212824	0.8584801006030592	1.0
